Year,1,2,3,4,5,6,7+
1980,-0.731762297271299,0.756603089439023,-0.453784327570849,-0.296548518640039,0.243326650673251,-0.0335535379095404,-0.107472505560757
1981,-1.33420818282351,0.223402506996276,0.388475616090178,0.335695147455822,-0.12908868905072,-0.179577537690799,0.290446338893802
1982,0.656489030791842,0.226688866540642,-0.0949776833796534,-0.0819193861214558,0.0580406904967141,0.341767819085509,-0.304680430832509
1983,-0.487464543647501,0.193991965442704,-0.310888660025807,0.0924990186519477,-0.302135804844607,-0.203802031411991,-0.0610599331651356
1984,0.612016307756442,-0.422732219846957,-0.198096204665148,0.146066639344076,0.163928316245256,0.145576124451545,0.276260628496421
1985,-0.562974775579292,0.553250475431778,-0.270804297231075,0.263830792248799,-0.525341796843604,-0.0645072858862257,0.00489397659624835
1986,0.564303966171883,0.318164685703321,-0.0784105324832556,0.179545476377286,0.159260126729753,0.501141406194037,-0.53823337228659
1987,-1.85737913648571,0.477573116148953,-0.146866396742183,0.021926815464969,0.0649162542776818,-0.382615760937597,0.255048790343369
1988,-1.9362586811012,0.562250059986463,0.117434610145065,-0.0546160671566884,-0.190409827546568,-0.00611200613758278,0.102221632417341
1989,1.49678422600523,0.351236270461825,-0.381461039263016,-0.19150606943186,0.321427852395043,0.024312489092047,-0.0475156251805924
1990,0.970715232719495,-0.0580354780240118,0.210699083380417,-0.0707437964981459,-0.135249503627775,-0.037475994432441,0.148298669261274
1991,-0.426799945980918,0.458082922672043,0.266536568243245,0.294242902094102,0.0548875963488049,-0.0771983348029845,-0.143343224407155
1992,-0.688484466238823,0.0970929172007455,0.323220010193081,0.0181352451727319,-0.0345705359799657,0.066748345057829,0.0146507920628247
1993,-0.55401695493902,0.258995318202496,-0.147413476351952,-0.0869141230247177,-0.183978972253994,-0.0983200074198161,-0.139177780030145
1994,0.327149616816251,0.264540118292603,0.202686627831884,0.32489584660181,0.354803491879562,0.296037757545609,0.168454963159781
1995,0.641836917554311,0.544433781398983,-0.113988981818777,-0.10567381470682,-0.137260228482655,-0.34331376843793,-0.168398312148981
1996,-0.108453940367865,0.149284763641267,0.148071153627339,-0.177266955477624,0.0116047287588978,-0.0614249500585489,-0.139908862724559
1997,-1.00294451317363,0.134669747995115,0.318898406921569,0.718104627606198,0.491243049824618,0.39300092094037,0.271847226005033
1998,-0.141665692439867,-0.140650840803088,0.438704034710137,0.0357727203294438,-0.010094489642265,-0.243458630270556,-0.286266154908933
1999,0.333715662107719,-0.35893107128479,0.175238627833204,0.455249165251807,0.0199684611061128,0.335078865869843,0.0663486833759652
2000,0.102770744202802,0.65587473952322,-0.374082424438368,-0.270095975763814,-0.117245897438458,-0.116192152055969,0.0812366483917053
2001,0.403346593403068,-0.286493806528734,-0.225625864534111,-0.425385947060962,-0.14817526059321,-0.227334022815183,-0.0580562347218496
2002,-0.459840028143779,0.454374657604713,0.0182458119728608,0.0827547223871399,0.620715062955442,-0.00865620621914243,0.0951583978737762
2003,-5.19541493842726,-0.0223658439748,-0.539695077187101,0.200035092888076,-0.189423415900288,0.0299125200915675,0.170700197015358
2004,2.67410977450736,0.851770543156564,-0.229342094199437,-0.398729164539695,-0.047468116696848,-0.184339699716889,-0.245465888780017
2005,0.578550137503007,0.662105968289984,-0.489239123853322,-0.155576933423017,0.0535073175091343,0.0429811260653077,-0.00768506532756241
2006,0.694699511820093,0.542715423929285,-0.439565355244051,0.111779301322279,0.197065018165772,-0.222839519324798,0.0757118918082957
2007,0.794585490023096,0.329278061277252,-0.598072348887277,-0.315024816541036,0.128578689206766,0.0532150104408267,0.0347294547164134
2008,-0.158818900240306,0.300798637723248,-0.435521278859591,-0.108055824967093,0.120841106724765,-0.0346606468334443,-0.251005870496392
2009,0.285886681024373,-0.106530583831622,-0.353934663721557,-0.159754177654465,0.0746051771653908,-0.0553034851979248,-0.20988793708661
2010,0.332836858532864,0.0897623413451321,-0.461307734481965,0.2484095291477,0.278671532680943,0.47862735890754,0.0363171307986443
2011,-1.44819147631836,0.00721647026485961,-0.666921218364731,-0.514388028916294,-0.100996125061174,-0.683300302762033,-0.589758240133877
2012,-0.00795139509478382,-0.0225890128106601,-0.0711335250582366,0.0119616966822251,0.0574442207060146,0.434878685164381,-0.0366850512967654
2013,-0.0597915138352754,0.0724931229657839,-0.107513844919312,0.00762875078187086,0.183106133466076,0.228969226703274,-0.24144519230131
2014,-0.0200016118647408,0.0153135537291345,0.439721265819293,0.0495385754911126,0.154290131678055,0.147029723324003,-0.431762732015232
2015,-0.0762711045015219,-0.130524773922784,-0.0294269003361354,-0.115090398116637,-0.156688856280307,0.0556973405809496,-0.0255025667648781
